Count;Country;code;cid;year;fstgdp;institutions;judicial;electoral;media;currcrisis;debtcrisis;bankcrisis;inflation;tradegdp;gini;debtgdp;labor;tariffs;kofglobal;koftrade;conflicts;unemployment;realconsumption;realgrosscapform;pbalance;placebo;war;independent;advanced;populist;leftpop;rightpop;popepc;populist_takeover;leftpop_takeover;rightpop_takeover;populist5;populist15
128;Argentina;ARG;1;1998;101.89595;1.1118461;0.61;0.867;0.919;0;0;0;0.009213924;0.19826835;45.1;0.382;0.36782098;15.67;72.88291;29.965536;0;12.65;6991.925485;74871471353;0.584747;0;0;1;0;1;0;1;1;0;0;0;0;1
129;Argentina;ARG;1;1999;97.36128;1.1933229;0.616;0.867;0.919;0;0;0;-0.011748791;0.17603737;45.4;0.435;0.3914164;11.29;75.082306;29.528828;1;14.05;6776.346984;62201968788;-0.732196;1;0;1;0;1;0;1;1;0;0;0;0;1
130;Argentina;ARG;1;2000;95.55603;1.4068681;0.718;0.869;0.943;0;0;0;-0.009438038;0.18470873;45.7;0.456;0.3890514;10.52;76.78646;29.574049;7;15;6657.963802;59833373722;0.44559404;0;0;1;0;0;0;0;0;0;0;0;0;1
131;Argentina;ARG;1;2001;90.3255;1.4185632;0.725;0.869;0.943;0;1;1;-0.010686398;0.18032533;45.9;0.54;0.39968002;9.25;64.75331;29.967184;9;17.32;6207.54682;52693129270;-1.28178;1;0;1;0;0;0;0;0;0;0;0;0;1
132;Argentina;ARG;1;2002;79.5231;1.3746797;0.719;0.87;0.922;1;0;0;0.23005295;0.37363282;45.8;1.549;0.31753954;12.01;69.22297;30.170622;8;19.59;5259.207139;32883416850;0.93227804;1;0;1;0;0;0;0;0;0;0;0;0;1
133;Argentina;ARG;1;2003;85.703445;1.3454938;0.73;0.872;0.892;0;0;0;0.12612724;0.3601919;45.4;1.405;0.30926886;12.87;73.943565;28.074762;0;15.36;5628.17135;46099764657;3.38464;0;0;1;0;1;1;0;1;1;1;0;0;1
134;Argentina;ARG;1;2004;92.48935;1.3096864;0.73;0.874;0.869;0;0;0;0.043199062;0.33757782;44.7;1.26;0.3254399;5.96;71.60934;31.41637;4;13.52;6098.126323;59751476384;5.44673;0;0;1;0;1;1;0;1;0;0;0;1;1
135;Argentina;ARG;1;2005;100;1.261124;0.706;0.868;0.869;0;0;0;0.09205961;0.33077174;43.9;0.7019574;0.33865967;5.22;63.98042;30.279165;3;11.51;6481.420966;68592502943;4.64585;0;0;1;0;1;1;0;1;0;0;0;1;1
136;Argentina;ARG;1;2006;106.955536;1.2272656;0.706;0.844;0.869;0;0;0;0.103450775;0.31841058;43.1;0.6379801;0.35521284;5.49;61.160194;28.951626;0;10.08;7118.883338;73302412021;4.17596;0;0;1;0;1;1;0;1;0;0;0;1;1
137;Argentina;ARG;1;2007;115.430916;1.2242894;0.693;0.843;0.881;0;1;0;0.084619045;0.3252415;42.1;0.55133474;0.36640906;5.67;59.29716;29.603342;0;8.47;7706.341554;88204836540;2.46521;0;0;1;0;1;1;0;1;0;0;0;1;1
138;Argentina;ARG;1;2008;118.927895;1.2002015;0.659;0.84;0.903;0;0;0;0.082353115;0.33835727;41.4;0.4440657;0.40170464;5.26;54.72775;29.211319;2;7.84;8183.01235;94099958646;2.75524;0;0;1;0;1;1;0;1;0;0;0;1;1
139;Argentina;ARG;1;2009;110.77631;1.1744041;0.659;0.836;0.891;0;0;0;0.060821056;0.26040763;40.7;0.47447932;0.44357032;5.89;56.034554;27.47003;0;8.65;7664.329464;72389645451;0.210011;0;0;1;0;1;1;0;1;0;0;0;0;1
140;Argentina;ARG;1;2010;121.07864;1.1687611;0.659;0.832;0.891;0;0;0;0.09948826;0.27510592;40;0.455;0.44017282;5.98;54.194653;25.806273;0;7.71;8457.967004;95946771647;1.68336;0;0;1;0;1;1;0;1;0;0;0;0;1
141;Argentina;ARG;1;2011;126.87672;1.1729934;0.659;0.835;0.891;0;0;0;0.093269825;0.28552538;39.3;0.40677142;0.47290254;5.67;49.667038;24.092398;1;7.18;9144.320494;1.11E+11;-0.109569;0;0;1;0;1;1;0;1;0;0;0;0;1
142;Argentina;ARG;1;2012;124.15485;1.1899227;0.659;0.847;0.891;0;0;0;0.09569168;0.2548422;38.8;0.4219356;0.519549;6.01;38.597515;24.844006;2;7.22;9141.326925;98928498896;-0.11706274;0;0;1;0;1;1;0;1;0;0;0;0;1
143;Argentina;ARG;1;2013;125.72626;1.2142565;0.665;0.85;0.897;1;0;0;0.10092354;0.2542466;38.3;0.4516181;0.5442773;6.27;37.756203;26.501156;3;7.1;9368.54777;1.04E+11;-0.18224427;0;0;1;0;1;1;0;1;0;0;0;0;1
144;Argentina;ARG;1;2014;121.22704;1.2396504;0.665;0.868;0.897;0;0;0;0.13282454;0.2588917;37.9;0.47217286;0.5442773;6.481232;41.911057;24.236168;8;7.27;8862.270252;97103185691;-0.2416705;0;0;1;0;1;1;0;1;0;0;0;0;1
145;Argentina;ARG;1;2015;123.20264;1.2528251;0.661;0.86;0.873;;;0;0.16472554;0.20431969;37.7;0.59666747;0.5442773;6.429713;38.448986;24.401403;5;7.61;9087.795735;1.02E+11;-0.30420226;1;0;1;0;1;1;0;1;0;0;0;0;1
146;Argentina;ARG;1;2016;119.37096;1.152926;0.776;0.828;0.726;;;0;0.19662654;0.23748466;37.6;0.59532154;0.5442773;6.481232;44.3853;25.585596;14;7.97;8922.063603;96366224812;-0.32379133;0;0;1;0;0;0;0;0;0;0;0;0;1
147;Argentina;ARG;1;2017;121.46908;1.0806543;0.759;0.835;0.694;;;0;0.22852755;0.22670731;37.5;0.623719;0.5442773;6.5585127;45.113503;32.98519;13;8.35;9197.198956;1.11E+11;-0.28931537;0;0;1;0;0;0;0;0;0;0;0;0;1
148;Argentina;ARG;1;2018;117.156815;1.2112966;0.754;0.874;0.744;;;0;0.27641535;0.22670731;37.5;;;6.4245605;;;25;9.22;8901.546748;1.00E+11;-0.18543716;0;0;1;0;0;0;0;0;0;0;0;0;1
149;Argentina;ARG;1;2019;113.576675;1.2145712;0.733;0.875;0.766;;;0;0.27641535;0.22670731;;;;;;;40;9.84;8232.911229;83545749975;;0;0;1;0;0;0;0;0;0;0;0;0;0
150;Australia;AUS;2;1870;13.836157;;0.961;0.881;0.82;0;0;0;;0.44308445;;0.17256783;;;;;;;;;;0;0;;1;;;;;0;0;0;;
151;Australia;AUS;2;1871;13.936865;;0.961;0.881;0.82;0;0;0;-0.015503883;0.5089286;;0.19179857;;;;;;;;;;0;0;;1;;;;;0;0;0;;
152;Australia;AUS;2;1872;15.044247;;0.961;0.884;0.82;0;0;0;-0.048009276;0.48183763;;0.15491973;;;;;;;;;;0;0;;1;;;;;0;0;0;;
153;Australia;AUS;2;1873;16.219442;;0.961;0.884;0.82;0;0;0;0;0.453211;;0.1426919;;;;;;;;;;0;0;;1;;;;;0;0;0;;
154;Australia;AUS;2;1874;16.268229;;0.961;0.884;0.82;0;0;0;0.048009276;0.46727276;;0.19432232;;;;;;;;;;0;0;;1;;;;;0;0;0;;
155;Australia;AUS;2;1875;17.592108;;0.961;0.883;0.82;0;0;0;0.030771464;0.42689076;;0.23368739;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
156;Australia;AUS;2;1876;17.019033;;0.961;0.883;0.82;0;0;0;0.015037984;0.420339;;0.15850574;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
157;Australia;AUS;2;1877;17.145653;;0.961;0.882;0.82;0;0;0;0.02941376;0.42749998;;0.1760922;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
158;Australia;AUS;2;1878;18.205261;;0.961;0.881;0.82;0;0;0;-0.014598906;0.4063492;;0.17285204;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
159;Australia;AUS;2;1879;17.887247;;0.961;0.881;0.82;0;0;0;-0.029852837;0.35968992;;0.20893365;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
160;Australia;AUS;2;1880;18.240585;;0.961;0.88;0.82;0;0;0;-0.030771464;0.3925373;;0.22221203;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
161;Australia;AUS;2;1881;18.985418;;0.961;0.876;0.82;0;0;0;-0.015748471;0.3943662;;0.2322018;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
162;Australia;AUS;2;1882;17.255672;;0.961;0.876;0.82;0;0;0;0.015748471;0.43783784;;0.23255043;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
163;Australia;AUS;2;1883;19.082382;;0.961;0.882;0.82;0;0;0;0.10379657;0.4060606;;0.24091032;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
164;Australia;AUS;2;1884;18.31771;;0.961;0.882;0.82;0;0;0;0.01398626;0.39876544;;0.29326758;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
165;Australia;AUS;2;1885;18.84139;;0.961;0.882;0.82;0;0;0;0;0.38265896;;0.3122886;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
166;Australia;AUS;2;1886;18.432285;;0.961;0.886;0.82;0;0;0;0;0.32352942;;0.3420736;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
167;Australia;AUS;2;1887;19.763552;;0.961;0.883;0.82;0;0;0;-0.028170764;0.28187963;;0.3250229;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
168;Australia;AUS;2;1888;19.198677;;0.961;0.882;0.82;0;0;0;-0.04380262;0.34083408;;0.32893437;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
169;Australia;AUS;2;1889;20.266788;;0.961;0.882;0.82;0;0;0;0;0.31665197;;0.3211969;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
170;Australia;AUS;2;1890;18.997362;;0.961;0.882;0.82;0;0;0;0;0.31305584;;0.3468736;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
171;Australia;AUS;2;1891;19.91264;;0.961;0.88;0.82;0;0;0;-0.015037984;0.36331823;;0.37338075;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
172;Australia;AUS;2;1892;16.979357;;0.961;0.878;0.82;0;0;0;-0.015267581;0.37121415;;0.44070515;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
173;Australia;AUS;2;1893;15.734931;;0.961;0.878;0.82;0;0;1;-0.031252354;0.37248594;;0.51709694;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
174;Australia;AUS;2;1894;15.98412;;0.961;0.879;0.82;0;0;0;-0.065597475;0.36505556;;0.5485807;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
175;Australia;AUS;2;1895;14.780382;;0.961;0.881;0.82;0;0;0;-0.070203975;0.40311652;;0.60085493;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
176;Australia;AUS;2;1896;15.633312;;0.961;0.882;0.82;0;0;0;0;0.39138573;;0.53442;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
177;Australia;AUS;2;1897;14.489088;;0.961;0.882;0.82;0;0;0;0;0.4558217;;0.58130634;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
178;Australia;AUS;2;1898;16.517012;;0.961;0.881;0.82;0;0;0;-0.018349275;0.4025042;;0.5109759;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
179;Australia;AUS;2;1899;16.294847;;0.961;0.879;0.82;0;0;0;0.05406721;0.45816973;;0.5141936;;;;;;;;;;0;0;;1;;;;;0;0;0;0;0
180;Australia;AUS;2;1900;17.042212;;0.961;0.879;0.82;0;0;0;0.017391875;0.4621424;;0.5090851;;;;;;;;;;0;0;0;1;0;0;0;0;0;0;0;0;0
181;Australia;AUS;2;1901;16.28999;1.7773967;0.961;0.889;0.82;0;0;0;0.017094165;0.4848957;;0.4676793;;;;;;;;;;1;0;1;1;0;0;0;0;0;0;0;0;0
182;Australia;AUS;2;1902;16.220455;1.7802182;0.961;0.891;0.82;0;0;0;0.065597475;0.38178694;;0.464439;;;;;;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
183;Australia;AUS;2;1903;17.309618;1.8000071;0.972;0.892;0.82;0;0;0;0.015748471;0.40587145;;0.49742758;;;;;;;;;;1;0;1;1;0;0;0;0;0;0;0;0;0
184;Australia;AUS;2;1904;18.249289;1.8409195;0.972;0.921;0.82;0;0;0;-0.048009276;0.42313492;;0.478772;;;;;;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
185;Australia;AUS;2;1905;18.19433;1.8409195;0.972;0.921;0.82;0;0;0;0;0.43085665;;0.49126863;;;;;;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
186;Australia;AUS;2;1906;19.165985;1.8556962;0.98;0.922;0.82;0;0;0;0.016260356;0.47909927;;0.4707502;;;;;;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
187;Australia;AUS;2;1907;19.637035;1.8655716;0.98;0.929;0.82;0;0;0;0;0.43991926;;0.41248274;;;;;;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
188;Australia;AUS;2;1908;19.968815;1.8655716;0.98;0.929;0.82;0;0;0;0.03174892;0.40592232;;0.4235955;;;;;;;;;;1;0;1;1;0;0;0;0;0;0;0;0;0
189;Australia;AUS;2;1909;21.21567;1.8655716;0.98;0.929;0.82;0;0;0;0.015503883;0.39738083;;0.40630677;;;;;;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
190;Australia;AUS;2;1910;22.214247;1.8608193;0.978;0.928;0.82;0;0;0;0.015267581;0.42204523;;0.38771272;;;;;;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
191;Australia;AUS;2;1911;21.749067;1.8608193;0.978;0.928;0.82;0;0;0;0.07302511;0.4163937;;0.2588794;;;;;;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
192;Australia;AUS;2;1912;21.725687;1.8664623;0.978;0.932;0.82;0;0;0;0.08112553;0.41872233;;0.37364674;;;;;;;;;;0;0;1;1;0;0;0;0;0;0;0;0;0
193;Australia;AUS;2;1913;21.982872;1.8636409;0.978;0.93;0.82;0;0;0;-0.013071895;0.38531598;;0.37071753;;;;;;;;;0.147132;0;0;1;1;0;0;0;0;0;0;0;0;0
194;Australia;AUS;2;1914;21.415567;1.8622301;0.978;0.929;0.82;0;0;0;0.051293105;0.28760839;;0.38148147;;;;;;;;;-0.12963;0;1;1;1;0;0;0;0;0;0;0;0;0
195;Australia;AUS;2;1915;20.856764;1.8636409;0.978;0.93;0.82;0;0;0;0.1066097;0.358299;;0.4435561;;;;;;;;;-0.905728;1;1;1;1;0;0;0;0;0;0;0;0;0
196;Australia;AUS;2;1916;20.779032;1.8636409;0.978;0.93;0.82;0;0;0;0.022223353;0.35770917;;0.4605779;;;;;;;;;-3.2559297;0;1;1;1;0;0;0;0;0;0;0;0;0
197;Australia;AUS;2;1917;20.408083;1.8241392;0.978;0.902;0.82;0;0;0;0.063851476;0.27721453;;0.51203525;;;;;;;;;-4.72603;0;1;1;1;0;0;0;0;0;0;0;0;0
198;Australia;AUS;2;1918;19.587238;1.8100315;0.978;0.892;0.82;0;0;0;0.06967974;0.39482975;;0.61629003;;;;;;;;;-4.08192;0;1;1;1;0;0;0;0;0;0;0;0;0
199;Australia;AUS;2;1919;20.088146;1.8128531;0.978;0.894;0.82;0;0;0;0.11778307;0.49696523;;0.6062882;;;;;0;;;;-4.5083;0;0;1;1;0;0;0;0;0;0;0;0;0
200;Australia;AUS;2;1920;20.307981;1.8706948;0.978;0.935;0.82;1;0;0;0.016949534;0.4916147;;0.61205107;;;;;0;;;;-2.12769;0;0;1;1;0;0;0;0;0;0;0;0;0
201;Australia;AUS;2;1921;20.938747;1.8706948;0.978;0.935;0.82;0;0;0;-0.096992195;0.30641133;;0.5908104;;;;;0;;;;-1.70622;0;0;1;1;0;0;0;0;0;0;0;0;0
202;Australia;AUS;2;1922;21.604027;1.8706948;0.978;0.935;0.82;0;0;0;-0.018692076;0.33940053;;0.633672;;;;;0;;;;-0.635704;0;0;1;1;0;0;0;0;0;0;0;0;0
203;Australia;AUS;2;1923;22.16364;1.8706948;0.978;0.935;0.82;0;0;0;0;0.34694296;;0.5923179;;;;;1;;;;-0.039073;1;0;1;1;0;0;0;0;0;0;0;0;0
204;Australia;AUS;2;1924;23.146427;1.8706948;0.978;0.935;0.82;0;0;0;0.009389639;0.35112298;;0.5882728;;;;;1;;;;-0.207776;0;0;1;1;0;0;0;0;0;0;0;0;0
205;Australia;AUS;2;1925;23.738428;1.8706948;0.978;0.935;0.82;0;0;0;0.009302437;0.33620867;;0.55301976;;;;;0;;;;0.99883795;0;0;1;1;0;0;0;0;0;0;0;0;0
206;Australia;AUS;2;1926;23.823347;1.862081;0.972;0.936;0.82;0;0;0;0;0.35399234;;0.6045208;;;;;0;;;;1.0006;0;0;1;1;0;0;0;0;0;0;0;0;0
207;Australia;AUS;2;1927;23.697842;1.862081;0.972;0.936;0.82;0;0;0;0.018349051;0.32616454;;0.5971081;;;;;0;;;;0.75188;0;0;1;1;0;0;0;0;0;0;0;0;0
208;Australia;AUS;2;1928;23.297136;1.862081;0.972;0.936;0.82;0;0;0;0.009049892;0.32570252;;0.62323177;;;;;0;;;;0.6728;0;0;1;1;0;0;0;0;0;0;0;0;0
209;Australia;AUS;2;1929;22.478619;1.8649026;0.972;0.938;0.82;0;0;0;0;0.26626742;;0.6384346;;;;;1;;;;0.753505;1;0;1;1;0;0;0;0;0;0;0;0;0
210;Australia;AUS;2;1930;20.082478;1.8782685;0.98;0.938;0.82;0;0;0;-0.084557354;0.18236656;;0.702682;;;;;0;;;;0.446999;0;0;1;1;0;0;0;0;0;0;0;0;0
211;Australia;AUS;2;1931;18.556068;1.8782685;0.98;0.938;0.82;1;0;0;-0.040005505;0.30423188;;0.8981352;;;;;0;;;;3.71406;0;0;1;1;0;0;0;0;0;0;0;0;0
212;Australia;AUS;2;1932;19.458899;1.8634918;0.972;0.937;0.82;0;0;0;-0.04167247;0.30414498;;0.98157024;;;;;1;;;;4.29752;1;0;1;1;0;0;0;0;0;0;0;0;0
213;Australia;AUS;2;1933;20.65636;1.8634918;0.972;0.937;0.82;0;0;0;0;0.3245749;;0.95292723;;;;;0;;;;2.10443;0;0;1;1;0;0;0;0;0;0;0;0;0
214;Australia;AUS;2;1934;21.591072;1.862081;0.972;0.936;0.82;0;0;0;0;0.336729;;0.90147495;;;;;0;;;;3.9159303;0;0;1;1;0;0;0;0;0;0;0;0;0
215;Australia;AUS;2;1935;22.699062;1.8606703;0.972;0.935;0.82;0;0;0;0.01058197;0.329027;;0.86731845;;;;;0;;;;3.37989;0;0;1;1;0;0;0;0;0;0;0;0;0
216;Australia;AUS;2;1936;23.55179;1.8606703;0.972;0.935;0.82;0;0;0;0.031090498;0.3499145;;0.79777634;;;;;0;;;;3.02414;0;0;1;1;0;0;0;0;0;0;0;0;0
217;Australia;AUS;2;1937;24.541359;1.8606703;0.972;0.935;0.82;0;0;0;0.020202935;0.3670889;;0.73546886;;;;;0;;;;2.90041;0;0;1;1;0;0;0;0;0;0;0;0;0
218;Australia;AUS;2;1938;25.147833;1.8634918;0.972;0.937;0.82;0;0;0;0.01980257;0.36409116;;0.68659127;;;;;0;;;;2.69251;0;0;1;1;0;0;0;0;0;0;0;0;0
219;Australia;AUS;2;1939;24.971924;1.8568089;0.968;0.937;0.82;1;0;0;0.028987527;0.32564855;;0.7119296;;;;;0;;;;3.30951;1;1;1;1;0;0;0;0;0;0;0;0;0
220;Australia;AUS;2;1940;26.355417;1.8520566;0.966;0.936;0.82;0;0;0;0.055569828;0.35783345;;0.6773232;;;;;;;;;2.90404;0;1;1;1;0;0;0;0;0;0;0;0;0
221;Australia;AUS;2;1941;29.040422;1.849235;0.966;0.934;0.82;0;0;0;0.052643716;0.30186483;;0.6649417;;;;;;;;;0.18648;1;1;1;1;0;0;0;0;0;0;0;0;0
222;Australia;AUS;2;1942;32.135445;1.965122;0.966;0.934;0.889;0;0;0;0.058107734;0.33066314;;0.65230274;;;;;;;;;-3.4841797;0;1;1;1;0;0;0;0;0;0;0;0;0
223;Australia;AUS;2;1943;32.987972;1.9665327;0.966;0.935;0.889;0;0;0;0.008032143;0.32391414;;0.7017845;;;;;;;;;;0;1;1;1;0;0;0;0;0;0;0;0;0
224;Australia;AUS;2;1944;31.513689;1.9665327;0.966;0.935;0.889;0;0;0;0.007968187;0.33589908;;0.81476766;;;;;;;;;;0;1;1;1;0;0;0;0;0;0;0;0;0
225;Australia;AUS;2;1945;29.587484;1.9665327;0.966;0.935;0.889;0;0;0;0.023530543;0.3244645;;1.8507389;;;;;;;;;;1;1;1;1;0;0;0;0;0;0;0;0;0
226;Australia;AUS;2;1946;28.194374;1.9715449;0.969;0.935;0.889;0;0;0;0.022989392;0.3194208;;1.9041908;;;;;0;;;;-2.35094;0;0;1;1;0;0;0;0;0;0;0;0;0
227;Australia;AUS;2;1947;28.495487;1.9765571;0.972;0.935;0.889;1;0;0;0.07302523;0.41379642;;1.7732137;;;;;0;;;;1.29766;0;0;1;1;0;0;0;0;0;0;0;0;0
228;Australia;AUS;2;1948;29.814812;1.9765571;0.972;0.935;0.889;0;0;0;0.0811255;0.49082923;;1.4892981;;;;;1;;;;3.49346;0;0;1;1;0;0;0;0;0;0;0;0;0
229;Australia;AUS;2;1949;30.9978;1.9765571;0.972;0.935;0.889;0;0;0;0.08254683;0.47913414;;1.258287;;;;;2;;;;2.01203;1;0;1;1;0;0;0;0;0;0;0;0;0
230;Australia;AUS;2;1950;31.779375;1.905313;0.991;0.937;0.826;0;0;0;0.08792269;0.55015063;;1.098094;0.68049246;;;;0;;;;5.40498;0;0;1;1;0;0;0;0;0;0;0;0;0
231;Australia;AUS;2;1951;32.202045;1.8897945;0.991;0.926;0.826;0;0;0;0.18098462;0.57539046;;0.8709448;0.68049246;;;;1;;;;2.66795;0;0;1;1;0;0;0;0;0;0;0;0;0
232;Australia;AUS;2;1952;31.809942;1.8841513;0.991;0.922;0.826;0;0;0;0.15891743;0.43456817;;0.86066437;0.68049246;;;;0;;;;0.32338;0;0;1;1;0;0;0;0;0;0;0;0;0
233;Australia;AUS;2;1953;32.192024;1.8841513;0.991;0.922;0.826;0;0;0;0.041905522;0.36295247;;0.7986502;0.68049246;;;;0;;;;-0.132217;0;0;1;1;0;0;0;0;0;0;0;0;0
234;Australia;AUS;2;1954;33.444344;1.8940268;0.991;0.929;0.826;0;0;0;0.00681603;0.3385569;;0.768467;0.68049246;;;;0;;;;0.187507;0;0;1;1;0;0;0;0;0;0;0;0;0
235;Australia;AUS;2;1955;34.48493;1.9024915;0.991;0.935;0.826;0;0;0;0.020175934;0.3636279;;0.74980503;0.68049246;;;;0;;;;0.47381;0;0;1;1;0;0;0;0;0;0;0;0;0
236;Australia;AUS;2;1956;34.840897;1.9010806;0.991;0.934;0.826;0;0;0;0.060703397;0.32104117;;0.7181827;0.68049246;;;;0;;;;1.30995;0;0;1;1;0;0;0;0;0;0;0;0;0
237;Australia;AUS;2;1957;34.761444;1.9010806;0.991;0.934;0.826;0;0;0;0.024447322;0.3194056;;0.67723763;0.68049246;;;;1;;;;-0.056477003;0;0;1;1;0;0;0;0;0;0;0;0;0
238;Australia;AUS;2;1958;35.705566;1.9024915;0.991;0.935;0.826;0;0;0;0.013060331;0.27267858;;0.6604975;0.68049246;;;;0;;;;-0.024163;0;0;1;1;0;0;0;0;0;0;0;0;0
239;Australia;AUS;2;1959;37.124283;1.905313;0.991;0.937;0.826;0;0;0;0.018239617;0.28560293;;0.6238845;0.68049246;;;;0;;;;0.251446;0;0;1;1;0;0;0;0;0;0;0;0;0
240;Australia;AUS;2;1960;37.839157;1.905313;0.991;0.937;0.826;0;0;0;0.037224412;0.24477223;;0.4833638;0.6858193;;;;1;;10857.66602;;2.8157775;0;0;1;1;0;0;0;0;0;0;0;0;0
241;Australia;AUS;2;1961;38.703728;1.905313;0.991;0.937;0.826;0;0;0;0.02481103;0.23353896;;0.49378115;0.6805218;;;;0;;10879.53375;;1.7244294;0;0;1;1;0;0;0;0;0;0;0;0;0
242;Australia;AUS;2;1962;37.97519;1.9010806;0.991;0.934;0.826;0;0;0;-0.002788425;0.23926088;;0.5033076;0.6706364;;;;0;;10883.44158;;2.0268862;0;0;1;1;0;0;0;0;0;0;0;0;0
243;Australia;AUS;2;1963;39.904835;1.9010806;0.991;0.934;0.826;0;0;0;0.005291462;0.2534896;;0.47587532;0.6617007;;;;0;;11259.08213;;2.1309698;0;0;1;1;0;0;0;0;0;0;0;0;0
244;Australia;AUS;2;1964;41.51262;1.9010806;0.991;0.934;0.826;0;0;0;0.02333653;0.2603016;;0.45011526;0.6681883;;;;0;;11817.66396;;2.6171453;0;0;1;1;0;0;0;0;0;0;0;0;0
245;Australia;AUS;2;1965;43.900764;1.9010806;0.991;0.934;0.826;0;0;0;0.038855314;0.25338393;;0.4373904;0.68054163;;;;0;;12168.00822;;1.0110974;0;0;1;1;0;0;0;0;0;0;0;0;0
246;Australia;AUS;2;1966;45.779297;1.9010806;0.991;0.934;0.826;1;0;0;0.02932334;0.24693829;;0.42481232;0.67605704;;;;0;;12242.66272;;0.6046752;1;0;1;1;0;0;0;0;0;0;0;0;0
247;Australia;AUS;2;1967;46.947304;1.9024915;0.991;0.935;0.826;0;0;0;0.031439304;0.24175553;27.4;0.4053448;0.67034835;;;;0;;12707.57985;;0.7888599;1;0;1;1;0;0;0;0;0;0;0;0;0
248;Australia;AUS;2;1968;50.208218;1.9024915;0.991;0.935;0.826;0;0;0;0.026183605;0.2395111;27.3;0.39494267;0.6642486;;;;0;;13104.96374;;1.6914936;1;0;1;1;0;0;0;0;0;0;0;0;0
249;Australia;AUS;2;1969;51.858715;1.9024915;0.991;0.935;0.826;0;0;0;0.02877593;0.23706351;27.2;0.36800778;0.65688616;;;;3;;13516.69829;;2.9658372;0;0;1;1;0;0;0;0;0;0;0;0;0
250;Australia;AUS;2;1970;53.23067;1.9391721;0.991;0.936;0.847;0;0;0;0.03831649;0.2376236;27;0.3496359;0.6710272;;42.548798;38.944855;5;;14062.60688;;2.185345;0;0;1;1;0;0;0;0;0;0;0;0;0
251;Australia;AUS;2;1971;53.49008;1.9391721;0.991;0.936;0.847;0;0;0;0.0588727;0.23446487;26.8;0.32289872;0.6754521;;43.617054;38.75349;0;;14122.75375;;2.0733545;1;0;1;1;0;0;0;0;0;0;0;0;0
252;Australia;AUS;2;1972;54.04504;1.9405829;0.991;0.937;0.847;0;0;0;0.05699444;0.2267878;26.6;0.30721745;0.6699352;;44.810776;38.656082;0;;14365.55295;;1.3608314;1;0;1;1;0;0;0;0;0;0;0;0;0
253;Australia;AUS;2;1973;55.54007;2.0383308;0.991;0.942;0.901;0;0;0;0.090442896;0.2691055;26.4;0.27361467;0.69223565;;43.367428;38.971165;0;;14808.16682;;2.499751;0;0;1;1;0;0;0;0;0;0;0;0;0
254;Australia;AUS;2;1974;54.767403;2.0326877;0.991;0.938;0.901;0;0;0;0.14071918;0.268621;26.1;0.22366394;0.7198033;;40.946274;40.063282;0;;15344.54169;;0.0773156;0;0;1;1;0;0;0;0;0;0;0;0;0
255;Australia;AUS;2;1975;55.60576;2.0284553;0.991;0.935;0.901;0;0;0;0.14038777;0.2362029;25.2;0.23636848;0.71388286;;40.857445;38.879368;0;;15895.99006;;-0.9586738;1;0;1;1;0;0;0;0;0;0;0;0;0
256;Australia;AUS;2;1976;56.957977;2.0256338;0.991;0.933;0.901;1;0;0;0.12684321;0.24702513;25.7;0.22982349;0.700886;;40.62747;38.82206;1;;15856.29985;;-0.58089906;0;0;1;1;0;0;0;0;0;0;0;0;0
257;Australia;AUS;2;1977;56.88905;2.0270445;0.991;0.934;0.901;0;0;0;0.1160059;0.24750914;26.2;0.2363891;0.7000945;;45.15212;39.268703;0;;16513.91741;;-1.4577177;0;0;1;1;0;0;0;0;0;0;0;0;0
